property_id,city,area,road_width,distance_from_city,property_type,amenities,price,timestamp,latitude,longitude
PROP_000021,hyderabad,2827,20,49,commercial,"school,park,security,gym",36701708,2024-01-01T00:00:00,15.511366715168569,75.16922005156277
PROP_000022,ahmedabad,2565,20,42,industrial,metro,15622961,2024-01-01T00:00:00,14.407686177542043,78.97015740995268
PROP_000023,bangalore,4841,60,39,residential,gym,58133080,2024-01-01T00:00:00,12.015162946871996,79.98295178966775
PROP_000024,mumbai,4347,60,46,commercial,"gym,metro,security",70788476,2024-01-01T00:00:00,11.655980181324601,77.42644634707577
PROP_000025,hyderabad,2215,30,6,industrial,"school,hospital",17706091,2024-01-01T00:00:00,7.516817211686077,77.31354631568148
PROP_000026,kolkata,4864,30,42,commercial,"security,park",36046322,2024-01-01T00:00:00,16.62648414677925,80.35980120512205
PROP_000027,mumbai,2431,20,1,commercial,gym,54305537,2024-01-01T00:00:00,12.166962574265666,78.57111328500167
PROP_000028,hyderabad,2794,40,12,commercial,"mall,hospital",36352372,2024-01-01T00:00:00,15.554605840110073,79.03657859380024
PROP_000029,pune,3459,30,26,residential,"security,mall,school",37164629,2024-01-01T00:00:00,15.866803872980476,74.60893623341714
PROP_000030,delhi,4230,30,32,residential,"security,gym,hospital,pool",51769503,2024-01-01T00:00:00,10.881699262065219,78.43288218442353
PROP_000031,mumbai,3238,40,37,industrial,,27035137,2024-01-01T00:00:00,7.1822182565154975,72.94442960755929
PROP_000032,bangalore,3274,20,26,residential,park,28835196,2024-01-01T00:00:00,13.967371653641507,78.28942846779884
PROP_000033,hyderabad,1228,20,36,commercial,"park,gym,school,mall",18558237,2024-01-01T00:00:00,10.408035402530178,81.30757325603565
PROP_000034,hyderabad,4351,20,13,industrial,,35417999,2024-01-01T00:00:00,10.200496010306118,80.95523228496201
PROP_000035,mumbai,895,20,41,industrial,"park,security,school",7410425,2024-01-01T00:00:00,7.917041472584811,78.0244092590112
PROP_000036,pune,3438,20,36,residential,,25244007,2024-01-01T00:00:00,11.41530501373377,80.877041827583
PROP_000037,bangalore,1453,60,17,residential,"gym,mall,park,hospital",18362941,2024-01-01T00:00:00,7.84837714085192,81.86639578501175
PROP_000038,ahmedabad,1888,20,22,residential,,12570993,2024-01-01T00:00:00,14.050843642966598,74.48724154430288
PROP_000039,bangalore,4634,30,3,residential,"park,hospital,metro,pool",85561879,2024-01-01T00:00:00,14.460448792654233,77.8336876509716
PROP_000040,chennai,1004,40,49,residential,,8499350,2024-01-01T00:00:00,10.226863882775836,72.43400783298173
PROP_000041,hyderabad,4798,60,37,industrial,"hospital,security",38615002,2024-01-01T00:00:00,13.275580800840634,77.843143119231
PROP_000042,ahmedabad,970,20,11,commercial,"metro,hospital,gym",10290644,2024-01-01T00:00:00,12.83656111850872,72.77734636964985
PROP_000043,mumbai,4275,40,17,residential,,68692059,2024-01-01T00:00:00,15.22537242923169,81.49799913291923
PROP_000044,ahmedabad,2338,20,2,commercial,security,34496615,2024-01-01T00:00:00,8.504168911035283,77.94130715352135
PROP_000045,kolkata,4425,40,27,residential,"pool,mall,gym,park",27123675,2024-01-01T00:00:00,15.647223762550531,80.12901009130077
PROP_000046,kolkata,2168,30,3,residential,"pool,mall,metro,hospital",20197063,2024-01-01T00:00:00,8.29159415151495,81.54051027258723
PROP_000047,hyderabad,2323,30,28,industrial,metro,19586567,2024-01-01T00:00:00,16.67973765439823,72.88408223365647
PROP_000048,bangalore,2348,20,48,industrial,"metro,pool,mall,security",23362106,2024-01-01T00:00:00,16.80462725092378,78.08087849541886
PROP_000049,delhi,1858,40,34,residential,,21510796,2024-01-01T00:00:00,11.593468079461724,80.4209141501871
PROP_000050,mumbai,4079,60,24,residential,mall,52961262,2024-01-01T00:00:00,7.758633281086639,73.2887972191065
PROP_000051,kolkata,3945,60,8,residential,"gym,metro",28882798,2024-01-01T00:00:00,7.408686162664789,73.68935063072165
PROP_000052,pune,4400,30,21,commercial,,54282097,2024-01-01T00:00:00,13.903948286293653,72.39312139841098
PROP_000053,mumbai,2761,40,30,industrial,"pool,hospital,park,gym",28765733,2024-01-01T00:00:00,9.093493233367102,75.70472102791382
PROP_000054,chennai,1025,30,28,industrial,pool,7329641,2024-01-01T00:00:00,15.444406726336288,79.49616232008587
PROP_000055,pune,3845,30,38,industrial,"gym,security",30450265,2024-01-01T00:00:00,7.892043287120562,77.35335564015523
PROP_000056,mumbai,4096,60,25,commercial,"security,pool",80152862,2024-01-01T00:00:00,12.86535434660759,77.64458542522641
PROP_000057,delhi,2972,20,6,commercial,school,40402345,2024-01-01T00:00:00,8.528591391843321,74.45957728384508
PROP_000058,pune,3921,40,30,industrial,,24911517,2024-01-01T00:00:00,16.694704332753687,80.6550712589398
PROP_000059,chennai,617,20,30,commercial,"park,pool",7767833,2024-01-01T00:00:00,9.05077560149459,81.67994066504234
PROP_000060,pune,2310,60,33,residential,"mall,security,hospital",21829884,2024-01-01T00:00:00,12.325894325515858,72.51823536822427
PROP_000061,delhi,2539,30,5,industrial,gym,30196329,2024-01-01T00:00:00,14.602278598896866,77.95638740607845
PROP_000062,ahmedabad,2538,40,30,industrial,,16068695,2024-01-01T00:00:00,16.38340456821038,73.8123306616566
PROP_000063,bangalore,3060,60,22,residential,"pool,security",37238762,2024-01-01T00:00:00,9.356917460649997,78.33758563720177
PROP_000064,chennai,4727,20,45,commercial,,52367412,2024-01-01T00:00:00,12.02720390092479,74.32212695146818
PROP_000065,mumbai,3554,40,2,commercial,"metro,school,mall,park",106536664,2024-01-01T00:00:00,8.667307599933832,80.78629115373438
PROP_000066,mumbai,2535,30,39,industrial,"school,hospital,mall",30410098,2024-01-01T00:00:00,7.335324347357794,77.69889684871316
PROP_000067,delhi,2365,20,38,residential,"pool,school,hospital",26653847,2024-01-01T00:00:00,14.200365365460744,78.41147632885297
PROP_000068,bangalore,2455,60,26,industrial,"metro,gym",23620684,2024-01-01T00:00:00,11.620058036441327,81.47283339611815
PROP_000069,pune,2765,20,40,commercial,park,23681308,2024-01-01T00:00:00,13.513672109882462,79.71246668519738
PROP_000070,kolkata,3949,20,29,commercial,,26108554,2024-01-01T00:00:00,15.374907890024922,75.32146412654939
PROP_000071,chennai,3208,40,9,residential,,31142580,2024-01-01T00:00:00,12.37395602937923,81.19855616412761
PROP_000072,delhi,3781,40,34,industrial,,27254180,2024-01-01T00:00:00,11.983677727394797,76.18925449504547
PROP_000073,ahmedabad,4880,40,43,commercial,security,51120150,2024-01-01T00:00:00,12.57305368890048,80.60632017890734
PROP_000074,kolkata,2224,60,49,industrial,,9745686,2024-01-01T00:00:00,8.906877206636665,72.36549667848095
PROP_000075,chennai,3995,40,18,residential,"park,hospital",41393889,2024-01-01T00:00:00,8.552402459307125,73.81928130495271
PROP_000076,hyderabad,4650,40,3,commercial,pool,73220277,2024-01-01T00:00:00,14.159722288473976,78.58923941910152
PROP_000077,mumbai,4908,40,3,industrial,"school,mall",82608283,2024-01-01T00:00:00,12.56721584783366,79.20813096310506
PROP_000078,bangalore,2643,60,14,commercial,"hospital,gym",47228095,2024-01-01T00:00:00,15.963358185211199,72.13001923510735
PROP_000079,kolkata,2698,20,19,residential,"gym,hospital",18695439,2024-01-01T00:00:00,10.358658571498351,80.2510733142266
PROP_000080,bangalore,3690,60,20,residential,"mall,park,hospital,pool",66646754,2024-01-01T00:00:00,14.797587747880307,73.14237925920396
PROP_000081,chennai,3179,40,46,industrial,,20236867,2024-01-01T00:00:00,9.180231074940865,78.4505416776933
PROP_000082,chennai,2551,30,29,residential,gym,21863407,2024-01-01T00:00:00,9.74055220687206,77.54178002515793
PROP_000083,mumbai,2122,20,42,commercial,"pool,park,school,mall",40551361,2024-01-01T00:00:00,11.942738501382713,77.732943781794
PROP_000084,mumbai,3469,20,28,commercial,pool,57346237,2024-01-01T00:00:00,9.45349109681321,75.89295614041977
PROP_000085,ahmedabad,2558,60,36,residential,"metro,park",23948062,2024-01-01T00:00:00,14.325720972102502,74.14940378590757
PROP_000086,pune,1250,60,19,industrial,"mall,school,park",11101943,2024-01-01T00:00:00,11.742373087003696,75.44383732044233
PROP_000087,ahmedabad,1740,20,43,commercial,,12309691,2024-01-01T00:00:00,8.030937460137448,75.14596556809411
PROP_000088,bangalore,4590,20,17,commercial,,78010083,2024-01-01T00:00:00,14.241033292731386,78.37231579789487
PROP_000089,ahmedabad,4226,40,26,residential,"mall,park,gym,hospital",36347130,2024-01-01T00:00:00,10.128548565055876,73.20522578786465
PROP_000090,kolkata,4732,40,48,commercial,"metro,gym",45660110,2024-01-01T00:00:00,13.44546650625822,78.50167350443228
PROP_000091,ahmedabad,3167,60,45,commercial,"metro,gym",35893341,2024-01-01T00:00:00,14.907231648389637,75.1875250293207
PROP_000092,delhi,4611,20,42,commercial,mall,53328624,2024-01-01T00:00:00,10.839638899197258,81.32589909425253
PROP_000093,bangalore,1313,60,29,commercial,,23173667,2024-01-01T00:00:00,11.177667821673337,76.2135700227707
PROP_000094,hyderabad,3124,30,49,industrial,"hospital,metro,park,pool",21827073,2024-01-01T00:00:00,7.1787393473341385,81.87722389736031
PROP_000095,mumbai,4994,20,24,industrial,gym,57973373,2024-01-01T00:00:00,16.4473202229141,76.6740151124987
PROP_000096,hyderabad,1384,40,45,commercial,security,21070563,2024-01-01T00:00:00,10.501252591667301,72.57842676563396
PROP_000097,kolkata,1226,20,9,industrial,"pool,mall,gym",7418027,2024-01-01T00:00:00,16.963357758067243,80.97436148046204
PROP_000098,bangalore,4569,20,47,residential,,40992045,2024-01-01T00:00:00,8.295149212828042,80.88748079868978
PROP_000099,mumbai,1855,30,9,industrial,,19476980,2024-01-01T00:00:00,14.234201136885849,76.9587573507877
PROP_000100,chennai,536,60,48,residential,"hospital,pool,gym",5136617,2024-01-01T00:00:00,16.0651371944458,77.71318941919574
PROP_000101,ahmedabad,4430,20,45,residential,"school,pool",34838410,2024-01-01T00:00:00,13.974714616692836,78.801407717603
PROP_000102,kolkata,4238,30,7,residential,"gym,pool",28820357,2024-01-01T00:00:00,10.35118854259142,79.43508256291608
PROP_000103,kolkata,2629,60,2,commercial,"pool,metro,hospital,gym",37445854,2024-01-01T00:00:00,8.158438567802577,75.76695361986799
PROP_000104,ahmedabad,1507,30,19,commercial,park,14345619,2024-01-01T00:00:00,16.37228487236451,78.87885722300814
PROP_000105,delhi,1540,60,22,residential,pool,21359065,2024-01-01T00:00:00,16.73488969177397,81.68877855285692
PROP_000106,pune,1262,40,12,industrial,"mall,pool,school,park",10904796,2024-01-01T00:00:00,9.736266662816659,81.97124500157712
PROP_000107,mumbai,538,40,29,residential,"park,metro",8432258,2024-01-01T00:00:00,16.63236653440132,72.31302313747516
PROP_000108,hyderabad,4616,40,16,residential,"school,security",50647246,2024-01-01T00:00:00,15.940992036791345,74.29954605891086
PROP_000109,hyderabad,2355,20,25,commercial,"school,pool,gym",26456874,2024-01-01T00:00:00,11.536936346052826,77.30354393728256
PROP_000110,kolkata,4944,60,44,residential,"pool,park,gym",30014063,2024-01-01T00:00:00,13.855652872289713,76.30305894899463
PROP_000111,chennai,1516,60,22,commercial,"gym,pool,mall,metro",25122629,2024-01-01T00:00:00,10.955450838799687,81.7469985187069
PROP_000112,chennai,2067,40,45,residential,,14690776,2024-01-01T00:00:00,8.027924044926657,77.70904501844164
PROP_000113,kolkata,1091,30,22,residential,gym,8717507,2024-01-01T00:00:00,7.825085344404213,80.24514046896834
PROP_000114,delhi,1417,40,2,commercial,metro,24198541,2024-01-01T00:00:00,13.364302495436366,79.06475726486902
PROP_000115,chennai,2556,30,9,industrial,,22286281,2024-01-01T00:00:00,7.801148463846752,80.94816656060527
PROP_000116,pune,3961,30,22,commercial,"security,gym",44239444,2024-01-01T00:00:00,9.471032340101464,73.59544680113189
PROP_000117,hyderabad,1766,30,19,industrial,"metro,gym,school",17495048,2024-01-01T00:00:00,9.284547413312987,81.96333916056741
PROP_000118,mumbai,1582,40,28,commercial,"mall,school",35835626,2024-01-01T00:00:00,11.159073661469408,80.46245292019049
PROP_000119,hyderabad,3279,60,20,commercial,,49530835,2024-01-01T00:00:00,12.977235652558644,79.92956094605631
PROP_000120,kolkata,4509,40,12,industrial,"pool,gym,mall,security",31451083,2024-01-01T00:00:00,10.728486371889344,77.12615205205805
PROP_000121,hyderabad,4505,20,41,commercial,"hospital,security,school",50842555,2024-01-01T00:00:00,10.910815366517607,81.69412322335288
PROP_000122,delhi,1752,20,1,residential,"mall,pool",26168755,2024-01-01T00:00:00,11.308875236618059,74.4871427258763
PROP_000123,bangalore,2860,60,20,residential,"school,hospital",43066383,2024-01-01T00:00:00,11.463686465125855,80.64216177674169
PROP_000124,chennai,1119,40,20,commercial,gym,12845857,2024-01-01T00:00:00,11.521990282834352,81.33875017527905
PROP_000125,hyderabad,1508,40,14,commercial,"security,metro,mall",26526911,2024-01-01T00:00:00,15.679182945200221,76.54739855633859
PROP_000126,kolkata,3749,40,44,commercial,"metro,hospital,school",40974765,2024-01-01T00:00:00,8.62381894662321,73.88349083765601
PROP_000127,kolkata,2299,20,32,commercial,"park,security,mall,hospital",19807834,2024-01-01T00:00:00,7.175159908620622,74.44147290422374
PROP_000128,delhi,4219,40,40,residential,"school,security,park",59072360,2024-01-01T00:00:00,15.268388837118774,78.66971516990907
PROP_000129,mumbai,4173,30,28,commercial,hospital,80233932,2024-01-01T00:00:00,7.904816952870507,74.88685595530639
PROP_000130,bangalore,1847,30,38,commercial,"mall,pool,metro",30015346,2024-01-01T00:00:00,15.68900625540571,75.75672251881727
PROP_000131,chennai,1321,40,25,residential,,11360018,2024-01-01T00:00:00,12.456868884954734,76.44419452751201
PROP_000132,chennai,3838,40,8,commercial,mall,57531417,2024-01-01T00:00:00,11.79181877629731,72.25642065806436
PROP_000133,delhi,511,20,34,residential,"park,metro,gym",4269651,2024-01-01T00:00:00,8.957779856835462,72.07562874978142
PROP_000134,kolkata,3688,60,15,residential,"pool,gym,school",24598627,2024-01-01T00:00:00,11.858717591863256,74.56776567720507
PROP_000135,pune,3041,40,29,industrial,"gym,security,metro",22364063,2024-01-01T00:00:00,8.218860933369475,73.81149349534681
PROP_000136,kolkata,3679,30,39,residential,,24613314,2024-01-01T00:00:00,10.735096830383876,77.26499194153782
PROP_000137,kolkata,3438,20,22,commercial,"pool,park,hospital,security",30146744,2024-01-01T00:00:00,10.607725191105999,81.0589110478776
PROP_000138,ahmedabad,1572,30,27,residential,"park,metro,security",10501191,2024-01-01T00:00:00,13.23859324676573,76.5176767873723
PROP_000139,delhi,2084,40,44,commercial,,26648222,2024-01-01T00:00:00,13.3796079331597,74.56883847645715
PROP_000140,hyderabad,940,30,25,commercial,"security,metro",14020756,2024-01-01T00:00:00,13.924361513243696,81.91255993702188
PROP_000141,pune,2849,40,4,commercial,school,48006697,2024-01-01T00:00:00,11.011879140389826,75.669560792048
PROP_000142,chennai,2972,40,4,residential,,33336010,2024-01-01T00:00:00,15.800790875614583,78.50877369047194
PROP_000143,chennai,2928,30,3,commercial,security,44819340,2024-01-01T00:00:00,7.601423426007852,77.6229681587791
PROP_000144,pune,2368,20,31,industrial,,14539417,2024-01-01T00:00:00,14.954499607897292,81.27177819479452
PROP_000145,hyderabad,4943,40,40,commercial,"hospital,pool,park,school",81177934,2024-01-01T00:00:00,7.891244321160166,79.55270420496808
PROP_000146,mumbai,1512,60,12,commercial,"pool,security,hospital",31466125,2024-01-01T00:00:00,10.809095255109872,75.46321768589003
PROP_000147,mumbai,2996,40,3,commercial,security,87289899,2024-01-01T00:00:00,15.514249577450958,74.08510514357336
PROP_000148,kolkata,1060,30,38,commercial,"metro,pool,park,mall",11926577,2024-01-01T00:00:00,10.225279778464152,72.2289382497612
PROP_000149,bangalore,4725,40,18,commercial,"hospital,park,mall",89061591,2024-01-01T00:00:00,13.063709444333757,73.3919802461753
PROP_000150,ahmedabad,737,20,3,industrial,,4964739,2024-01-01T00:00:00,9.325513583653802,72.79965394359301
PROP_000151,pune,4723,60,28,residential,"metro,gym,security",47674367,2024-01-01T00:00:00,8.52024853128648,72.61349627110668
PROP_000152,bangalore,2453,30,25,commercial,"security,mall",34908052,2024-01-01T00:00:00,10.032751475675955,73.01045811010647
PROP_000153,ahmedabad,899,60,33,industrial,,5678135,2024-01-01T00:00:00,14.920936337605433,76.047984290852
PROP_000154,ahmedabad,2544,40,7,industrial,"hospital,mall,metro",18640685,2024-01-01T00:00:00,8.338037362794887,76.18580621623936
PROP_000155,chennai,3208,30,23,commercial,"mall,hospital,security,gym",41714126,2024-01-01T00:00:00,7.646166798440861,72.42633209287033
PROP_000156,mumbai,3542,20,11,industrial,"metro,hospital,security,gym",36617006,2024-01-01T00:00:00,13.517106479109684,80.10685927986266
PROP_000157,hyderabad,1959,20,38,commercial,"hospital,security,pool,mall",24689713,2024-01-01T00:00:00,13.881347060865421,76.37603124055391
PROP_000158,hyderabad,1620,30,40,residential,"mall,park,metro",19184781,2024-01-01T00:00:00,11.506196567297579,80.824594404561
PROP_000159,hyderabad,2648,60,13,residential,"school,pool",30250937,2024-01-01T00:00:00,10.875952314827696,76.61946936670955
PROP_000160,pune,2174,60,15,industrial,"gym,park",19927759,2024-01-01T00:00:00,7.687128325182678,76.24296885884888
PROP_000161,kolkata,3791,20,31,residential,,22720255,2024-01-01T00:00:00,13.439042535411307,77.30302133249158
PROP_000162,chennai,869,30,21,industrial,metro,6008082,2024-01-01T00:00:00,16.280836403260498,74.24615611843852
PROP_000163,mumbai,4197,30,30,residential,"school,pool,park",61271864,2024-01-01T00:00:00,10.16922477344945,80.79268659997838
PROP_000164,pune,1756,40,18,residential,"metro,school,hospital,pool",19735401,2024-01-01T00:00:00,16.84669739524508,81.37388066497118
PROP_000165,hyderabad,4037,30,29,residential,"gym,park,pool",45637062,2024-01-01T00:00:00,14.434237860766093,78.11940505337331
PROP_000166,chennai,2566,40,29,commercial,"hospital,mall,security",37305448,2024-01-01T00:00:00,16.918099513493637,72.99178099587216
PROP_000167,ahmedabad,2355,30,34,industrial,,12404671,2024-01-01T00:00:00,12.38695667343039,77.24159170726162
PROP_000168,delhi,3149,30,12,residential,,31945529,2024-01-01T00:00:00,15.766507618282006,81.96334337627248
PROP_000169,pune,1904,60,20,commercial,"mall,metro",21894387,2024-01-01T00:00:00,8.66885117854871,73.81319279925505
PROP_000170,hyderabad,2820,40,7,residential,"metro,hospital",37809145,2024-01-01T00:00:00,15.049889996807698,74.69820720128214
PROP_000171,pune,3462,20,46,industrial,"metro,pool,security,hospital",22718161,2024-01-01T00:00:00,8.223767573251779,79.35505606487537
PROP_000172,mumbai,1669,40,49,industrial,"gym,park,school",16579881,2024-01-01T00:00:00,13.375532644702297,76.9616638411322
PROP_000173,kolkata,2510,40,6,industrial,"park,security,gym",17986381,2024-01-01T00:00:00,16.796467150338835,73.65294110970174
PROP_000174,bangalore,4196,30,45,commercial,,62172212,2024-01-01T00:00:00,15.727302504846019,80.41933566791809
PROP_000175,hyderabad,2503,20,21,commercial,"park,metro,hospital,pool",37791788,2024-01-01T00:00:00,11.368507026151796,79.29508228652396
PROP_000176,chennai,3356,30,46,residential,"pool,hospital,gym",24896831,2024-01-01T00:00:00,9.757198530955522,74.75612338678945
PROP_000177,chennai,1131,30,16,commercial,hospital,11901207,2024-01-01T00:00:00,7.626532034553545,81.06437453344411
PROP_000178,mumbai,1189,20,27,industrial,metro,12027987,2024-01-01T00:00:00,13.24425446471728,76.94481131295093
PROP_000179,hyderabad,4152,40,23,commercial,"park,school,mall,pool",85691283,2024-01-01T00:00:00,8.830154442347272,72.22035160297504
PROP_000180,hyderabad,1394,30,7,commercial,,17577599,2024-01-01T00:00:00,14.078350972297686,77.43538217342646
PROP_000181,chennai,2017,30,34,residential,pool,19202068,2024-01-01T00:00:00,11.601622644884397,79.49283712695777
PROP_000182,pune,843,40,40,commercial,"mall,pool,metro",10517640,2024-01-01T00:00:00,15.721357000224765,77.44847759084516
PROP_000183,pune,3291,20,15,commercial,"security,pool,school",47000114,2024-01-01T00:00:00,7.271674212255598,72.65204591260492
PROP_000184,chennai,4470,60,44,residential,school,37003324,2024-01-01T00:00:00,14.756118509253275,81.64476653900812
PROP_000185,ahmedabad,4157,60,24,residential,"gym,hospital,mall",33342569,2024-01-01T00:00:00,13.134731386391763,75.6310073663401
PROP_000186,bangalore,2398,60,38,residential,"school,security,hospital",30646962,2024-01-01T00:00:00,13.15298025069802,72.83464084989383
PROP_000187,ahmedabad,3196,60,11,commercial,,31206142,2024-01-01T00:00:00,15.81927758304644,76.27489687920615
PROP_000188,kolkata,4211,40,5,residential,"gym,hospital",36497880,2024-01-01T00:00:00,16.73457389976173,75.36840501861103
PROP_000189,mumbai,1895,30,6,industrial,"park,security,pool",22826514,2024-01-01T00:00:00,15.192551048714611,80.79821913951696
PROP_000190,chennai,1485,60,21,commercial,,16764719,2024-01-01T00:00:00,13.13777418815699,76.3550545439816
PROP_000191,ahmedabad,2174,30,15,industrial,"security,pool",11807311,2024-01-01T00:00:00,13.816694824016201,73.67132011471222
PROP_000192,pune,4719,20,8,industrial,"pool,security",35203597,2024-01-01T00:00:00,14.592487330608428,81.03607844346796
PROP_000193,mumbai,892,40,13,industrial,school,8731106,2024-01-01T00:00:00,11.470555438064254,76.60358271201926
PROP_000194,pune,1339,30,35,industrial,"gym,security",10669954,2024-01-01T00:00:00,9.922182304618978,81.10770161643916
PROP_000195,delhi,2831,60,45,industrial,,19808128,2024-01-01T00:00:00,14.036859774607958,77.4069847664491
PROP_000196,ahmedabad,3012,30,9,residential,"school,mall,security",32040406,2024-01-01T00:00:00,12.988082963834914,72.64491271249167
PROP_000197,pune,4508,60,16,residential,,42690424,2024-01-01T00:00:00,13.588250701400705,74.52307249839407
PROP_000198,hyderabad,2486,60,33,residential,"pool,school,gym,hospital",32001011,2024-01-01T00:00:00,12.717723520483222,77.17446351755041
PROP_000199,kolkata,1947,60,12,commercial,,18396095,2024-01-01T00:00:00,14.888022639053595,78.39605561177682
PROP_000200,kolkata,1978,60,28,commercial,"pool,metro,security",21703190,2024-01-01T00:00:00,12.062660594952028,78.34104031376332
PROP_000201,chennai,2761,20,18,residential,"metro,pool,park,security",26183734,2024-01-01T00:00:00,11.504653016578184,76.7297134609551
PROP_000202,bangalore,641,40,48,residential,"hospital,mall,pool",6880122,2024-01-01T00:00:00,15.333170714730125,80.43924612611724
PROP_000203,mumbai,840,20,49,commercial,school,13960312,2024-01-01T00:00:00,8.138383934766015,75.45223142801692
PROP_000204,kolkata,682,20,39,residential,"mall,metro",3880247,2024-01-01T00:00:00,11.218281785388314,76.11021075265546
PROP_000205,ahmedabad,3504,20,45,residential,,17678737,2024-01-01T00:00:00,14.175721247315945,80.2958755686525
PROP_000206,mumbai,2375,30,18,commercial,"park,security,hospital",48837104,2024-01-01T00:00:00,14.51178047808418,72.71007664533255
PROP_000207,delhi,3202,20,39,commercial,"mall,gym,security,park",48455946,2024-01-01T00:00:00,8.388713263965169,73.15737606678705
PROP_000208,kolkata,1270,60,6,industrial,"metro,pool,security,mall",10438251,2024-01-01T00:00:00,13.948823736759591,77.32492699437147
PROP_000209,bangalore,2356,40,45,industrial,school,24596807,2024-01-01T00:00:00,13.522916485919396,80.45604362989907
PROP_000210,chennai,1630,30,36,industrial,"security,hospital,mall,gym",13991556,2024-01-01T00:00:00,15.575623376612837,81.16635235841207
PROP_000211,kolkata,2570,60,11,commercial,"park,school",23669758,2024-01-01T00:00:00,11.305293384622075,73.42594144081909
PROP_000212,ahmedabad,3764,40,20,industrial,"gym,metro,park,hospital",24104941,2024-01-01T00:00:00,11.09628894895232,75.11217495063394
PROP_000213,chennai,1075,20,8,commercial,"school,pool,park",18106291,2024-01-01T00:00:00,9.284867467547707,81.77452117990367
PROP_000214,bangalore,1678,30,43,industrial,pool,14055663,2024-01-01T00:00:00,16.000831830164806,73.16138960200526
PROP_000215,delhi,623,20,35,industrial,"security,hospital,pool",6109935,2024-01-01T00:00:00,10.894818949024204,75.85511904736923
PROP_000216,ahmedabad,1801,60,5,residential,,19753645,2024-01-01T00:00:00,10.561856471175942,80.2681497379642
PROP_000217,hyderabad,840,30,44,residential,"gym,school,park",10327486,2024-01-01T00:00:00,8.505214916634134,80.16756930119529
PROP_000218,pune,3670,60,18,commercial,,38561774,2024-01-01T00:00:00,11.755460374868267,77.43024583957663
PROP_000219,bangalore,2546,60,27,residential,security,33972247,2024-01-01T00:00:00,8.248208139668483,79.94210662549405
PROP_000220,pune,2460,30,12,commercial,,27912294,2024-01-01T00:00:00,11.914181775285568,77.22444145405464
PROP_000221,chennai,2954,40,27,industrial,,18843965,2024-01-01T00:00:00,15.27518922106303,79.64527794654718
PROP_000222,pune,1402,20,35,industrial,,9345283,2024-01-01T00:00:00,7.624575936190714,80.83464762986061
PROP_000223,bangalore,1442,30,31,industrial,metro,11261996,2024-01-01T00:00:00,9.993955883716811,75.58715525417013
PROP_000224,delhi,4252,60,35,commercial,,51502567,2024-01-01T00:00:00,7.023175479048138,72.44161936177831
